Date,Time,Open,High,Low,Close,Volume,Return,Range,OpenPosition,ClosePosition,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volatility_atr,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_diff,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up_indicator,trend_psar_down_indicator,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr
1/21/2010,10:00:00 PM,108.4800034,108.7799988,106.6100006,107.3700027,25748400,-0.0144116,0.02021047,0.861753145,0.350231695,5023472.107,2838500,0.023808432,-15046882.44,33.64581495,-13.14722516,-3.804894018,-776744.5665,1023.408078,1.844899139,5.208102556,-0.102024114,0,1,2.862808751,-0.581440457,0,1,0,-0.499219879,-0.142029171,-0.357190708,0,0,0.536697855,0.493367501,-0.169215639,-0.016063668,22.69907855,6.062007141,-168.7010848,-2.622826033,16,44,-28,0,0,0,29.57789164,0,0,0,-63.89290495,42.15733935,10.88828942,22.9175041,0,-7.036946919,-6.681257658,-0.355689261,-1.441159959
1/22/2010,10:00:00 PM,106.9300003,107.6800003,106.0100021,107.1699982,24210100,-0.00186276,0.015582702,0.550897711,0.694609164,14446486.77,-21371600,0.061420675,-13589060.78,29.8863742,-5.863238464,-3.99201624,-416173.2439,1023.408078,1.827409042,6.20601301,0.008872926,0,0,3.054220209,-0.459272583,0,1,0,-0.727819324,-0.259187202,-0.468632122,0,0,0.536697855,0.537912978,-0.201659977,-0.029664993,22.69907855,0.970835368,-169.6125763,-3.253694377,16,48,-32,0,0,0,28.92967474,0,0,0,-63.21489632,48.73247491,15.30338945,11.84949149,0,-4.971285921,-6.339263311,1.367977389,-0.186276029
1/25/2010,10:00:00 PM,107.4400024,107.7200012,107.0699997,107.4800034,13200500,0.002892649,0.006047651,0.569233658,0.630773384,17899034.88,-8171100,0.072055537,-11063163.03,33.92933012,2.70823335,-3.433662108,-6913.199819,1023.408078,1.709668291,6.66650758,0.115982041,0,0,2.942568166,-0.290610007,0,1,0,-0.873897457,-0.382129253,-0.491768204,0,0,0.536697855,0.543785145,-0.173893822,-0.044455772,22.69907855,0.516153189,-170.4624677,-3.392265125,16,48,-32,0,0,0,31.43781317,0,0,0,-62.05691921,44.77442864,19.39317078,15.19494988,-3.614024484,-7.58624199,-6.588659047,-0.997582944,0.2892649
1/26/2010,10:00:00 PM,106.8700027,107.9899979,106.75,107.5599976,12297100,0.000744271,0.01152843,0.096776575,0.653224963,21667480.27,4126000,0.083111677,-9342183.066,37.29779579,-0.252106909,-3.188927092,47336.78255,1023.408078,1.662701248,6.928564014,0.166024991,0,0,2.988547839,-0.088223846,0,1,2.886946978,-0.972005887,-0.50010458,-0.471901308,0,0,0.536697855,0.55027321,-0.170259891,-0.059191844,22.69907855,1.262145451,-171.949014,-4.19326282,16,48,-32,0,0,0,32.10367435,0.321036744,0,0,-60.98267476,43.81995156,20.44850406,18.3816881,-2.941709209,-10.08457341,-7.287841919,-2.79673149,0.074427055
1/27/2010,10:00:00 PM,107.5299988,108.8000031,106.1600037,106.5299988,19005100,-0.009576039,0.024781746,0.518937664,0.140149698,7989498.316,-14879100,0.02856368,-10804046.88,34.57996394,1.528072017,-2.851998585,-172841.2178,1023.408078,1.760431062,7.453647598,0.092230636,0,0,2.950174138,-0.291900057,0,1,3.251883496,-1.119959622,-0.624075588,-0.495884033,0,0,0.772328837,1.072966293,-0.300637456,-0.074962131,22.69907855,2.98066508,-172.7779314,-4.22622579,16,60,-44,0,0,0,28.29347101,0.367493522,0,0,-60.63779506,40.70840253,6.860119272,15.56726471,-4.345877568,-9.182866772,-7.66684689,-1.516019882,-0.957603944
1/28/2010,10:00:00 PM,107.1800003,107.2300034,105.1800003,106.4800034,16793900,-0.000469308,0.01925247,0.975608304,0.634146886,12495197.1,-31673000,0.042142005,-9380557.062,34.24222683,-15.56372861,-3.91622316,-189875.1054,1023.408078,1.789388261,7.825736612,0.129727406,0,0,2.971866147,-0.162535025,0,1,3.580958656,-1.227102955,-0.744681062,-0.482421894,13.4126549,36.33649061,0.745427088,1.119664621,-0.374237533,-0.090707299,22.69907855,0.832497597,-171.3310838,-2.072870554,16,64,-48,0,0,0,28.11902067,0,0.229510088,0,-60.38707768,42.31541183,15.45783193,14.25548509,-5.644656804,-9.313724084,-7.996222328,-1.317501756,-0.046930839
1/29/2010,10:00:00 PM,105.8799973,106.3000031,105.2699966,105.9599991,20278800,-0.004883586,0.00972071,0.592229917,0.669901115,19385978.55,-47634100,0.061196784,-9546915.002,27.61479942,-2.133285672,-4.047839035,-106914.7855,1023.408078,1.731450106,8.245016517,0.114333632,0,0,2.886237437,-0.163887086,0,1,3.935066315,-1.338544906,-0.86345383,-0.475091076,12.75662136,34.55921708,0.754688296,1.159969366,-0.40528107,-0.106515613,22.69907855,2.100000718,-170.2503577,-0.473911571,16,68,-52,0,0,0,26.30248581,0,0.122497841,0,-60.45040014,46.47940883,9.274662869,10.53087136,-4.099917519,-7.831884041,-7.963354671,0.13147063,-0.488358618
2/1/2010,10:00:00 PM,106.6399994,108.4800034,106.3700027,108.3499985,14901900,0.022555676,0.019473933,0.127960457,0.938386329,32451557.03,-37049900,0.097839102,-3095136.872,26.73393768,23.22125207,-3.334953016,237089.1582,1027.034471,1.810305523,8.068978755,0.383359515,0,0,2.984355303,0.703795104,0,0,4.031807428,-1.219947681,-0.9347526,-0.28519508,20.04737766,31.14282662,0.741581908,1.113885461,-0.372303553,-0.117298028,22.69907855,2.650554233,-167.0895103,2.861936359,16,68,-52,0,0,0,44.15824021,0.624037615,0.208012538,0.186673489,-55.58879145,55.21571468,40.27950524,21.67066668,-2.859962718,-8.882992188,-8.147282174,-0.735710013,2.255567582
2/2/2010,10:00:00 PM,109.1600037,109.5999985,108.6100006,109.1299973,14292200,0.007198881,0.00907173,0.555559837,0.525250268,33173320.79,-22757700,0.09588355,-1060417.526,34.29834065,11.63706733,-1.463830598,439010.2771,1034.42797,1.754274971,7.857351456,0.472499668,0,0,3.003639524,1.0143523,1,0,4.052371388,-1.050904964,-0.957983073,-0.092921891,23.53604093,29.58073677,0.900282599,1.054501325,-0.154218727,-0.122651934,22.69907855,1.493684869,-164.2945865,5.313037084,16,68,-52,1,0,100,48.54025474,0.777183868,0.467073828,0.265861402,-50.25975032,56.0877876,54.93735197,34.8305067,-2.588593732,-9.934262387,-8.504678217,-1.42958417,0.719888131
2/3/2010,10:00:00 PM,109.0999985,109.5400009,108.4300003,108.6999969,13393200,-0.003940258,0.010211597,0.603601622,0.243240085,26295647,-36150900,0.07317186,-1731655.034,35.30946763,-0.994526234,-0.803236381,50115.19291,1030.352057,1.689847535,7.679134056,0.424605068,0,0,2.915016601,0.901126935,0,0,4.11783356,-0.940789983,-0.954544455,0.013754472,22.45875367,28.96901929,0.912897791,0.997068372,-0.08417058,-0.124653369,22.69907855,2.186996841,-159.5241882,9.06378027,16,68,-52,0,0,100,46.37952458,0.701668891,0.700963458,0.458683275,-46.34178737,52.57610169,48.95682125,48.05789282,-1.948406684,-11.12315806,-9.028374186,-2.094783875,-0.394025764
2/4/2010,10:00:00 PM,106.7900009,106.8000031,103.75,104.3700027,39991900,-0.039834354,0.029222985,0.996720614,0.203279386,2562804.73,-47634100,-0.0343699,-26222089.33,25.27862266,-28.29450096,-3.446966616,-1280452.18,1030.352057,2.015862476,8.428466985,-0.001469134,0,1,3.086331104,-0.350160122,0,1,4.455893501,-1.189208951,-1.001477354,-0.187731597,18.41155153,40.78629795,0.757064187,1.057614652,-0.300550464,-0.131722181,22.69907855,-0.035997391,-154.2697949,12.61342003,16,84,-68,0,1,75,31.27987836,0.206987282,0.56194668,0.576661322,-46.20436045,41.42169997,7.506084579,37.13341927,-6.411400746,-0.497026758,-7.3221047,6.825077943,-2.80074625
2/5/2010,10:00:00 PM,103.7600021,104.6800003,102.2799988,104.6800003,32656700,0.002970179,0.02292703,0.616667673,1,35219504.73,-43486100,0.064240936,-21029862.67,24.07964358,-13.19180291,-4.140245695,-1280452.18,1033.412387,2.054276381,8.964555361,0.090522951,0,0,3.231815077,-0.135494699,0,1,4.724398275,-1.345557808,-1.070293445,-0.275264363,16.82813057,42.54620794,0.726428515,1.11964277,-0.393214255,-0.141109503,22.79560121,-1.298997116,-148.7390619,15.73044125,16,84,-68,0,0,50,32.96260379,0.276964235,0.395206802,0.552705647,-45.56417285,51.3705748,25.34320186,27.26870256,-3.910411273,4.133276372,-5.031028486,9.164304858,0.29701787
2/8/2010,10:00:00 PM,104.4100037,105.1399994,104,104.0400009,17176600,-0.006113865,0.010957318,0.359652528,0.035088541,19248308.4,-47634100,-0.003887543,-19596027.08,25.66782627,7.234257703,-3.683150045,-8019.178889,1027.094243,1.962848682,9.418843197,0.082142475,0,0,3.332959821,-0.212837294,0,1,4.875921354,-1.503773442,-1.156989445,-0.346783997,17.8193576,40.75334518,0.77356467,1.093196188,-0.319631518,-0.15253326,23.83578155,-1.132501602,-143.516938,17.79344563,16,92,-76,0,0,31.25,31.26070371,0.22296382,0.235638445,0.397597309,-45.4858727,47.4486253,22.65123769,18.50017471,-3.101426605,1.953666039,-3.634089581,5.58775562,-0.6113865
