Date,Time,Open,High,Low,Close,Volume,Return,Range,OpenPosition,ClosePosition,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volatility_atr,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_diff,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up_indicator,trend_psar_down_indicator,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr
4/5/2011,10:00:00 PM,139.5800018,142.0899963,139.5200043,142.0500031,18295300,0.015803824,0.018092165,0.023345426,0.984438362,390849401.8,228206600,0.046817294,6951463.903,60.66763899,13.34498055,1.204076707,333664.8582,1414.714555,1.664581821,3.78822414,1.123063962,1,0,2.049577127,1.412061354,1,0,1.007784639,0.970632125,0.872682651,0.097949474,34.80598191,22.40728785,1.008249679,0.740147343,0.268102336,0.094573029,25.15217758,0.365499115,22.27400878,-3.535912572,100,44,56,0,0,59.54653871,65.82529322,1,0.731140689,0.645804316,16.74274397,64.97083265,99.31518303,79.5525225,2.659541855,-0.459464941,-3.552247038,3.092782097,1.580382417
4/6/2011,10:00:00 PM,142.3999939,142.6199951,141.7700043,142.3800049,10710300,0.002323139,0.005969875,0.741172247,0.717655507,395511713.4,238916900,0.066703726,6463314.576,61.10543119,11.03131337,1.884735904,314017.2146,1418.001133,1.583122724,4.399809413,1.06557725,1,0,2.024997553,1.463817169,1,0,0.821302349,1.130661362,0.924278393,0.206382969,35.85835068,21.55128492,1.091159263,0.710948869,0.380210394,0.098346248,25.17621752,0.127002716,23.05103543,-1.767716696,100,40,60,0,0,79.77326936,66.78540866,1,0.894586592,0.757497324,19.38055381,66.30796851,95.14190049,89.39321541,2.328593868,-1.937951733,-3.229387977,1.291436244,0.23231385
4/7/2011,10:00:00 PM,142.2299957,142.8899994,141.8000031,142.5099945,9486800,0.000912977,0.007648561,0.394490019,0.651370496,398383756.6,248403700,0.072547823,5716153.289,59.09414259,1.723459058,1.338131413,33542.73744,1419.295735,1.533810085,4.857408945,0.995592844,0,0,1.826799319,1.514605514,1,0,0.757731738,1.253524907,0.990127696,0.263397211,35.30273254,20.47127836,1.061728592,0.743590542,0.318138049,0.103738211,25.12482886,1.17999649,24.10261392,-0.024227107,100,36,64,0,0,89.88663468,67.17659111,1,1,0.875242427,21.61936544,67.54717151,92.70624965,95.72111106,2.488307356,-3.895840086,-3.362678399,-0.533161687,0.091297668
4/8/2011,10:00:00 PM,143.3399963,143.8399963,142.9700012,143.6600037,13128200,0.008069674,0.006055931,0.425284131,0.793110706,406079788.6,261531900,0.094094206,7056352.846,59.04021676,7.024517453,1.280457097,114601.5175,1419.295735,1.51342926,5.555427607,1.045827495,1,0,1.720264362,1.880700355,1,0,0.742940161,1.427238957,1.077549948,0.349689009,37.53467217,19.20650297,1.067146069,0.748202608,0.318943461,0.111398234,25.05298757,-0.211998749,25.86547859,1.946373572,100,32,68,0,0,94.94331734,70.48809305,1,1,0.964862197,24.61491416,69.55134416,97.07804271,94.97539762,2.365688621,-3.075764352,-3.30529559,0.229531237,0.80696737
4/11/2011,10:00:00 PM,143.2799988,143.4900055,142.2799988,142.6399994,10105600,-0.007100127,0.008482941,0.826441695,0.297519515,401987415,251426300,0.096871563,4575765.986,58.75420404,-6.226245144,1.054977036,34189.2468,1409.218555,1.500086822,5.880065597,0.867730899,0,0,1.737595705,1.264923402,1,0,0.756005054,1.465707015,1.155181361,0.310525653,35.11073462,21.19510469,1.038997084,0.739090734,0.29990635,0.118565437,24.98882168,-0.361005402,26.93102585,2.915005103,96,28,68,0,0,97.47165867,64.29244617,0.658067979,0.88602266,0.962007553,25.28517207,65.80457256,80.51954164,90.101278,2.456542263,-4.354673584,-3.515171188,-0.839502395,-0.710012701
4/12/2011,10:00:00 PM,142.7400055,142.8200073,140.75,141.6100006,14948100,-0.007220967,0.014617663,0.961351909,0.415457762,399459923.3,236478200,0.069559243,1722581.595,50.85990117,-15.23273793,-0.673651299,-179690.7857,1409.218555,1.557078872,5.557614899,0.721495272,0,0,1.902068792,0.686538176,0,0,0.846753882,1.396977448,1.203540579,0.193436869,31.7940056,26.1750647,0.951605245,0.83536922,0.116236025,0.123392109,25.10374692,-1.348006439,27.94181522,3.579995585,92,24,68,0,0,98.73582933,58.68320488,0.348499139,0.668855706,0.851626122,24.09286231,61.81803734,63.79879218,80.46545885,1.687495473,-2.175333905,-3.247203732,1.071869827,-0.722096736
4/13/2011,10:00:00 PM,142.3899994,142.5299988,141.4799957,141.8999939,13884200,0.002047831,0.007399599,0.866667635,0.399997094,396683002.6,250362400,0.078256232,2051687.765,60.00841649,1.663718055,-0.559953502,-79507.25315,1412.104396,1.50637129,5.132253738,0.740340736,0,0,1.833792434,0.67141921,0,0,0.882444482,1.350342893,1.232901042,0.117441851,30.2338535,24.8906376,1.01834813,0.873491987,0.144856143,0.126607939,25.17928781,-1.960992432,28.77446515,3.981850119,88,20,68,0,0,99.36791467,59.74800359,0.407264395,0.471277171,0.675385179,23.44385401,61.60827426,68.5064726,70.94160214,2.425292892,-1.145946499,-2.826952285,1.681005786,0.204783055
4/14/2011,10:00:00 PM,142.3500061,143.8300018,142.2299957,143.8099976,14174100,0.01346021,0.011125834,0.075006199,0.987497377,410502675.8,264536500,0.104748477,5626101.356,67.98897327,11.57046089,0.784115835,219218.8461,1412.104396,1.548734955,5.145680629,0.955994318,0,0,1.967795431,1.226522698,1,0,0.858141331,1.45078229,1.276477291,0.174304999,33.52058559,22.68694539,1.046058218,0.74881393,0.297244288,0.131051517,25.21082797,-1.843000793,30.18764477,4.588600622,100,16,84,0,0,99.68395733,65.96883757,0.75058647,0.502116668,0.547416515,24.86892162,62.23924934,99.51300712,77.2727573,4.051798403,-0.15625015,-2.292811858,2.136561708,1.346020961
4/15/2011,10:00:00 PM,143.8500061,145.1199951,143.5700073,145.0500031,19121600,0.008622526,0.010685886,0.180645796,0.954843473,427897345.7,283658100,0.16268236,8209642.454,74.2332449,10.65934719,2.667174502,355662.8569,1412.104396,1.548860238,5.648177512,1.028328252,1,0,1.920498871,1.484396464,1,0,0.786703099,1.611858811,1.343553595,0.268305216,37.05591379,21.07332337,1.171320251,0.642215522,0.529104728,0.137603008,25.19474177,-0.986998749,32.52236024,5.672310473,100,12,88,0,0,99.84197867,69.2874129,0.933735573,0.697195479,0.556863106,27.18354314,65.729748,99.05924674,89.02624215,4.600854523,3.534770036,-1.127295479,4.662065515,0.862252635
4/18/2011,10:00:00 PM,145.2100067,146.0700073,144.6300049,145.9299927,17340100,0.006066802,0.009867762,0.402778366,0.90276777,441865412.5,300998200,0.248587158,9216708.972,78.99235284,8.346027329,3.189017483,270075.4503,1420.671353,1.537974459,6.326392235,1.031066663,1,0,2.001005787,1.54964855,1,0,0.674065723,1.789888206,1.432820517,0.357067689,38.9769889,19.67333807,1.20839058,0.607192529,0.601198051,0.146232135,25.23796837,-1.986502075,35.20316895,6.916545824,100,8,92,0,0,99.92098933,71.41757473,1,0.894774014,0.698028721,29.79470198,68.6654732,98.33117516,98.96780967,4.340048648,5.210167112,0.140197039,5.069970073,0.606680183
4/19/2011,10:00:00 PM,145.7299957,146.2400055,145.1799927,145.9299927,10950100,0,0.007263845,0.51886453,0.707538614,446410549.7,311948300,0.261039013,7900036.261,79.07454413,3.484873873,3.388112544,105198.9504,1420.671353,1.490178295,6.785799654,0.958090913,0,0,1.784017577,1.495175013,1,0,0.59432347,1.908972339,1.528050882,0.380921457,37.82931369,18.68907579,1.250822898,0.607999914,0.642822984,0.15556815,25.17604282,-1.690502167,36.63680311,6.840650247,96,4,92,0,0,99.96049467,71.41757473,1,0.977911858,0.856627117,31.8407863,67.84230312,96.36135373,97.91725855,4.834767152,2.846005752,0.681358781,2.16464697,0
4/20/2011,10:00:00 PM,146.3699951,146.8399963,145.7400055,146.5,13716800,0.003906033,0.00750847,0.572722607,0.690909848,451647894.1,325665100,0.253297215,7888413.433,78.97929561,4.651206579,3.237564803,53578.26943,1420.671353,1.45115955,7.372220046,0.945793155,0,0,1.813698499,1.53732043,1,0,0.587251793,2.025987873,1.62763828,0.398349593,38.71441788,17.69948412,1.237633126,0.621726242,0.615906884,0.165446357,25.09311045,0.211504364,38.10709622,6.754889763,100,4,96,0,0,99.98024733,72.83307183,1,1,0.957561957,33.97565338,71.21545348,96.27196798,96.98816563,4.762588556,2.530980434,1.051283112,1.479697322,0.390603271
4/21/2011,10:00:00 PM,146.5700073,147.0599976,146.3200073,146.7400055,10109400,0.001638263,0.005042866,0.337842296,0.567572583,453014130.6,335774500,0.3111017,7108113.162,86.62821085,2.927940559,4.655148533,70140.12289,1422.998786,1.380042618,7.728848587,0.911726222,0,0,1.759746657,1.490808255,1,0,0.545648612,2.113724266,1.724855477,0.388868789,38.38251004,17.0455981,1.284081822,0.554630395,0.829865172,0.175247304,25.02460308,0.165505981,39.5216279,6.652071519,100,32,68,0,0,99.99012367,73.42973767,1,1,0.992637286,35.90229082,74.64368544,95.79511117,96.14281096,3.301655995,0.131858267,0.867398143,-0.735539876,0.163826275
4/25/2011,10:00:00 PM,147.5700073,147.5800018,146.4199982,146.8699951,15596400,0.00088585,0.007898166,0.991384073,0.387927179,449518265.5,351370900,0.306932117,6382292.735,87.08287438,2.305649401,4.091036517,30377.92336,1422.998786,1.358038722,7.960553653,0.876606805,0,0,1.795646595,1.385205335,1,0,0.537276196,2.168745122,1.813633406,0.355111716,38.76088988,16.04491423,1.284081822,0.579709435,0.731367013,0.184386103,24.98946022,-0.085004425,41.07251154,6.631678971,100,28,72,0,0,99.99506183,73.76580827,1,1,1,37.58635115,74.21333679,91.19098103,94.4193534,3.153525833,1.492754383,0.992469391,0.500284992,0.088584993
4/26/2011,10:00:00 PM,146.4700012,146.6199951,145.4799957,146.3800049,16200000,-0.003336217,0.007787945,0.868426336,0.789482138,458897486.8,335170900,0.319473661,4336559.23,78.32587564,-6.685213819,2.660308347,-40230.65211,1422.998786,1.361234789,7.80977642,0.80384311,0,0,1.781824795,1.070231581,1,0,0.544624604,2.148050047,1.880516734,0.267533312,36.03125841,19.67738091,1.261851428,0.692392391,0.569459036,0.191616993,24.99193244,0.67300415,42.92382024,6.818320446,96,24,72,0,0,99.99753092,70.16327539,0.761146482,0.920382161,0.97346072,38.05034359,69.17190355,82.43050327,89.80553183,2.715606291,2.858087483,1.365593009,1.492494473,-0.333621741
4/27/2011,10:00:00 PM,147.3800049,149.2100067,146.5200043,149.1999969,21945900,0.019264872,0.018029507,0.319702539,0.996278901,480680061.1,357116800,0.387951732,12558088.46,79.61580013,22.24735154,3.461453931,368738.2336,1422.998786,1.508111493,8.019324914,0.992022073,0,0,1.858950413,1.842940657,1,0,0.544624604,2.332313385,1.970876064,0.361437321,43.4530935,17.04544446,1.168985693,0.613319581,0.555666112,0.200797581,25.24673505,-0.896499634,46.46542186,8.394260215,100,20,80,0,0,99.99876546,77.09606592,1,0.920382161,0.94692144,40.78005561,73.19170705,99.88168135,91.16772188,3.856322668,6.958548315,2.48418407,4.474364244,1.926487205
4/28/2011,10:00:00 PM,149.3000031,150,148.6000061,149.8200073,20754000,0.004155566,0.009344506,0.5,0.871433243,496097512.1,377870800,0.415762701,12602318.02,80.7733278,9.680003004,4.029778499,509029.5642,1428.912151,1.497299734,8.216168595,0.983656134,0,0,1.897257708,1.762131094,1,0,0.544624604,2.499559696,2.076612791,0.422946905,44.31617891,15.91161807,1.266764309,0.593734712,0.673029597,0.21131634,25.45124908,-2.483998871,50.49292229,10.1656187,100,16,84,0,0,99.99938273,78.2904487,1,0.920382161,0.920382161,43.39365652,73.3468714,98.05413323,93.45543929,5.033656734,9.210842937,3.829515844,5.381327093,0.415556561
4/29/2011,10:00:00 PM,149.8999939,153.0299988,149.75,152.3699951,27600000,0.017020342,0.02152654,0.045729864,0.798779296,512590129.2,405470800,0.490381439,20856224.46,82.10967058,24.83762839,5.302143566,556006.0533,1428.912151,1.675569638,9.12408539,1.079392935,1,0,2.114717038,2.174485988,1,0,0.544624604,2.805525949,2.222395423,0.583130527,51.22320889,13.62493988,1.263181327,0.549597872,0.713583456,0.225360704,25.62765126,-2.81950531,54.53538895,11.76219328,100,12,88,0,0,99.99969136,82.36387943,1,1,0.94692144,47.27495548,74.5699318,94.62537681,97.52039713,7.598329539,13.85786007,5.835184689,8.022675381,1.70203422
5/2/2011,10:00:00 PM,151.4600067,153.6100006,150.3600006,150.4100037,24094100,-0.012863369,0.021607605,0.338463416,0.015385554,489237431.4,381376700,0.371193438,11130445.23,76.98516751,8.025840215,6.320149663,159830.1483,1410.531527,1.833012674,8.997379899,0.892460385,0,0,2.334845405,1.242469249,1,0,0.615465444,2.856918699,2.349300078,0.507618621,46.78537485,11.81335633,1.284081822,0.552989842,0.750515338,0.237936537,25.86618864,-1.470001984,56.6618418,11.50434914,96,8,88,0,0,99.99984568,71.29134462,0.532423167,0.844141056,0.921507739,46.52197115,62.31884665,75.11666566,89.2653919,5.997188253,15.38645319,7.745438389,7.641014801,-1.286336889
5/3/2011,10:00:00 PM,150.4299927,150.9700012,148.8500061,149.8800049,24215600,-0.003523694,0.014144616,0.745278402,0.4858496,488552110.6,357161100,0.353666896,7706918.993,73.8286124,-18.16590709,6.11063758,-395259.6531,1410.531527,1.861710919,8.678963723,0.823892355,0,0,2.419701167,0.945189098,0,0,0.651230286,2.822347091,2.44390948,0.37843761,42.78878222,16.88864779,1.284081822,0.634979441,0.668724616,0.2477475,26.08331262,-0.731996918,58.228892,10.67227836,92,4,88,0,1,99.99992284,68.60553759,0.39165116,0.641358109,0.828499722,45.00504786,61.45390963,69.2498415,79.66396132,4.220852115,16.2976714,9.455884991,6.841786407,-0.352369368
5/4/2011,10:00:00 PM,149.8600006,150.3399963,146.7599945,147.7299957,35107000,-0.01434487,0.024233412,0.86592305,0.270949923,472469588.5,322054100,0.237829164,-4176979.637,62.95686279,-13.8685504,5.001189833,-588933.7007,1410.531527,2.03354001,8.404008035,0.635555367,0,0,2.754958675,0.304006369,0,0,0.989583086,2.591586871,2.473444959,0.118141913,37.03532369,22.467676,1.169958995,0.682072194,0.487886802,0.251805694,26.42487231,-0.136006927,58.90526255,9.03774154,88,4,84,0,0,49.99996142,58.90989932,0,0.308024776,0.597841313,40.16014606,57.31652636,48.33038348,64.23229688,1.847633657,20.72996664,11.71070132,9.019265318,-1.43448698
5/5/2011,10:00:00 PM,146.8200073,147.5800018,142.5500031,143.4700012,51284000,-0.028836354,0.032681597,0.848907616,0.182902265,439945508,270770100,0.115784769,-34790205.16,51.04111731,-34.18124647,1.733210736,-1280452.18,1410.531527,2.348185277,8.245411482,0.280009447,0,0,3.288182486,-0.500273916,0,1,1.848312079,2.041429453,2.387041857,-0.345612405,30.6198015,32.65453979,0.99268663,0.857380406,0.135306224,0.245487543,26.84155284,-0.190506744,56.63130694,4.862710478,84,8,76,0,0,24.99998071,45.26106856,0,0.130550387,0.359977757,30.00968675,48.5924304,8.318249295,41.96615809,-1.685733967,25.85420405,15.00857401,13.19149074,-2.80074625
5/6/2011,10:00:00 PM,145.2400055,146.0899963,144.3999939,145.3000031,24182200,0.012755293,0.011631125,0.497047564,0.532549027,441519722.1,294952300,0.108257408,-23498251.52,51.83355812,1.257900694,1.061678843,-1170392.563,1428.523269,2.375366261,7.942820169,0.417363962,0,0,3.419587232,-0.073203961,0,1,2.225780017,1.733113337,2.256256153,-0.523142817,27.97973157,29.83903269,0.979454259,0.9216697,0.057784559,0.23457749,27.14850661,0.240000153,54.48659029,1.227540632,80,4,76,0,0,12.49999036,50.56026998,0.142824797,0.047608266,0.162061143,24.23761764,46.12319913,24.86438162,27.1710048,-0.431706747,24.89472779,16.98580476,7.908923025,1.27552925
5/9/2011,10:00:00 PM,146.6699982,147.5800018,146.3399963,147.3800049,13854800,0.014315222,0.008413662,0.26612933,0.838712853,450905319.8,308807100,0.112292906,-16024499.97,51.32208683,15.34929656,1.56191236,506785.5751,1448.972897,2.365829512,7.78565573,0.58191746,0,0,3.4300516,0.334907734,0,0,2.391688468,1.637730619,2.132551046,-0.494820427,30.77372013,27.6081859,0.974992547,0.889966349,0.085026198,0.223476055,27.198773,0.294005585,53.11869348,-1.27311987,76,4,72,0,0,6.249995178,55.79810567,0.283995656,0.142273484,0.106810712,21.72178274,47.99086648,43.67091227,25.61784773,0.600685927,18.83473874,17.35559156,1.479147183,1.431522221
5/10/2011,10:00:00 PM,147.1900024,148.1900024,146.9299927,147.8999939,11285200,0.00352822,0.008519336,0.206355357,0.769836272,456995632.4,320092300,0.137395651,-12896974.26,51.3966628,6.699074334,1.791498107,238151.2039,1454.085192,2.255247538,7.435508487,0.609179786,0,0,3.442730165,0.407855725,0,0,2.51692457,1.585817578,2.023204353,-0.437386775,31.52511477,26.43209582,0.976390807,0.876981061,0.099409746,0.212996881,27.21846767,0.160995483,52.31996298,-2.722354941,72,24,48,0,0,3.124997589,57.02390084,0.317033454,0.247951302,0.145944351,20.29155292,45.9017883,48.37244146,38.96924512,0.790505902,12.79078062,16.44262937,-3.651848753,0.352821954
5/11/2011,10:00:00 PM,147.2400055,147.3500061,145.7700043,146.5399933,21378300,-0.009195407,0.010782052,0.930379441,0.487334254,456454088.1,298714000,0.140105785,-15208049.51,45.88678047,-7.390624028,0.93136735,-156765.5021,1454.085192,2.242721746,6.710477105,0.457865481,0,0,3.297008388,0.161275813,0,0,2.716729157,1.418582895,1.902280061,-0.483697166,29.25624505,28.44925716,0.908790761,0.907586408,0.001204352,0.201110496,27.01795122,-0.575494385,49.69157201,-5.261706991,68,20,48,0,0,1.562498794,52.89246996,0.205682567,0.268903892,0.21970956,17.69085157,48.70342865,36.07586903,42.70640759,-0.224689754,11.41056065,15.43621563,-4.025654977,-0.919540681
5/12/2011,10:00:00 PM,145.8800049,147.1199951,144.9600067,146.5899963,18730400,0.000341225,0.014734896,0.425927365,0.754628877,465992689.6,317444400,0.168374519,-12901674.27,41.61348089,-5.996685592,0.293894053,-190190.8919,1454.581361,2.234448412,5.923911538,0.431187618,0,0,3.407047067,0.245930283,0,0,2.899735246,1.275381231,1.776900295,-0.501519064,27.12432716,29.10879597,0.872402667,0.92436585,-0.051963183,0.188476936,26.94258763,2.009997559,46.63122342,-7.443814966,64,16,48,0,0,0.781249397,53.02722093,0.209314394,0.244010138,0.253621778,15.7524763,50.86852244,36.52797629,40.32542893,0.143456379,9.236266628,14.19622583,-4.959959198,0.034122461
5/13/2011,10:00:00 PM,146.7200012,147.2799988,144.4900055,145.6300049,17268700,-0.00654882,0.019158094,0.799283546,0.408602915,462836071.9,300175700,0.126185267,-13426835.73,36.68547602,-2.50421603,-0.049667763,-106698.3293,1445.05557,2.290002899,5.627826673,0.30081424,0,0,3.354192888,0.166330191,0,0,3.131468105,1.072071421,1.63593452,-0.563863099,24.62791675,27.9801757,0.862421687,0.937690472,-0.075268786,0.174221728,26.96687,2.539007568,41.11879335,-11.22923965,60,12,48,0,0,0.390624699,50.06619824,0.129508508,0.181501823,0.231471951,13.22195385,52.29551502,27.84812397,33.48398976,-2.392756125,6.864740627,12.72992879,-5.865188159,-0.654881969
5/16/2011,10:00:00 PM,145.8800049,146.6699982,145.1900024,145.3699951,10066800,-0.001785413,0.010180889,0.466219212,0.121617024,455217860.4,290108900,0.067345021,-11882640.09,37.38082303,0.661551812,0.47510121,-131063.0025,1442.475549,2.209002182,5.583453644,0.26569268,0,0,3.125964649,0.208532081,0,0,3.362392491,0.879824251,1.484712466,-0.604888216,23.39772548,26.58253544,0.914742459,0.935094251,-0.020351792,0.15881382,26.98464324,5.072995758,36.43358861,-13.49274402,56,8,48,0,0,0.195312349,49.2638222,0.10788276,0.148901887,0.191471283,10.95546656,55.65500739,25.49722141,29.95777389,-2.970238946,2.000585417,10.58406011,-8.583474696,-0.178541342
5/17/2011,10:00:00 PM,144.2299957,144.7799988,143.4199982,144.7400055,17192100,-0.004333698,0.009396162,0.595586173,0.970593185,471398830.6,272916800,0.072826393,-11732383.6,31.03625706,-14.47643748,-2.148026577,-92478.76533,1442.475549,2.183101659,5.735606589,0.204262259,0,0,3.033910588,0.182455075,0,0,3.618948449,0.668921179,1.321554209,-0.65263303,21.8491324,30.83079587,0.843856522,1.047070076,-0.203213554,0.142145429,26.94463056,3.172503662,31.67248557,-15.22798295,52,4,48,0,0,0.097656175,47.28640612,0.054587173,0.097326147,0.142576619,8.491270989,54.34545756,19.80111144,24.38215227,-5.007540768,0.980673877,8.663382865,-7.682708988,-0.433369777
5/18/2011,10:00:00 PM,145.5500031,146.2200012,145.1399994,145.6000061,10502900,0.005941693,0.007417595,0.379632377,0.42593142,469842960.8,283419700,0.057845722,-8765971.596,28.63556736,16.24698769,-1.678956242,-12100.36293,1451.046295,2.112791066,5.767256551,0.309083914,0,0,2.696632039,0.427386672,0,0,3.808790472,0.564664733,1.170176314,-0.605511581,25.72122262,29.24853184,0.822835607,1.037684025,-0.214848418,0.126245871,26.73605915,2.659004211,26.926789,-16.67317752,48,4,44,0,0,0.048828087,50.22366944,0.133752693,0.098740876,0.114989637,7.249499473,50.73378381,27.57688721,24.29174002,-3.197923969,-2.773757369,6.375954818,-9.149712187,0.594169254
5/19/2011,10:00:00 PM,145.1199951,145.8500061,144.8600006,145.6499939,8098100,0.000343323,0.006797154,0.262619257,0.797968589,474668919.7,291517800,0.057629514,-7455860.49,20.74751273,-3.973138934,-3.736868194,65185.26442,1451.544472,2.000512508,5.829805543,0.321856968,0,0,2.141424128,0.39517827,0,0,3.901571555,0.480535037,1.032248058,-0.551713021,24.80419751,29.21409213,0.767659766,1.142471954,-0.374812189,0.111368867,26.54258143,0.551495361,24.05826892,-16.16077301,44,60,-16,0,0,0.024414044,50.39668329,0.197293902,0.128544589,0.108203871,6.284654734,49.84755646,28.0288565,25.13561838,-2.822265044,-7.055691687,3.689625517,-9.836311013,0.034332274
5/20/2011,10:00:00 PM,145.8200073,147.7799988,144.8999939,147.4900055,23187900,0.012633105,0.01952678,0.319448565,0.899308057,493187150.3,314705700,0.097378657,-295594.0056,28.98716267,12.23390042,-3.436292465,295715.4262,1451.544472,2.088461746,5.824412551,0.531955936,0,0,2.302160585,0.906164687,0,0,3.909692738,0.555926827,0.936983812,-0.381056985,29.04504881,26.27889653,0.747721383,1.103041001,-0.355319619,0.100080317,26.45759997,-3.745999146,20.95900899,-15.68673466,40,56,-16,0,0,0.012207022,56.40357909,0.477308373,0.269451656,0.16557904,7.166078019,58.50957323,58.66987548,38.09187306,-0.162451933,-3.243638209,2.302972772,-5.546610981,1.263310452
5/23/2011,10:00:00 PM,147.0399933,147.9499969,146.9700012,147.8300018,15937600,0.002305216,0.006629207,0.071420786,0.877555469,505221806.4,330643300,0.134912772,520737.3716,35.68709688,6.886845613,-1.646810129,329674.7768,1454.890596,1.977615144,5.829200551,0.565934346,0,0,2.265823488,1.000604455,1,0,3.885242027,0.635781334,0.876743316,-0.240961982,28.62963819,25.34571768,0.851386625,1.018263484,-0.16687686,0.09193551,26.29317059,-1.96399765,18.1634432,-14.68713158,36,52,-16,1,0,0.006103511,57.42943683,0.891531919,0.522044731,0.306680325,8.187564643,58.87381051,67.77924685,51.49265961,3.038963249,-3.623433518,1.117691514,-4.741125032,0.230521612
5/24/2011,10:00:00 PM,148.4799957,149.0500031,148.1799927,148.5899963,14948000,0.005141003,0.005855107,0.344826981,0.471262957,504362683.7,345591300,0.110450646,2069260.303,44.41555253,6.722377055,-0.176029596,113587.3277,1462.370193,1.901853752,5.847947637,0.641035271,0,0,2.211049984,1.218819741,1,0,3.799042383,0.751726379,0.851739929,-0.10001355,31.42604222,24.1938983,0.939797774,0.964627073,-0.024829299,0.087082677,26.08307722,0.005504608,16.06477236,-13.04949136,32,48,-16,0,0,4.917653529,59.7115529,1,0.78961343,0.527036606,9.712285353,63.01325094,92.92297363,73.12403199,2.26427613,-4.355664705,0.02302027,-4.378684975,0.514100316
5/25/2011,10:00:00 PM,148.7200012,149.3699951,148.5200043,148.5800018,10973800,-6.73E-05,0.005720762,0.235293062,0.070586123,494938079.7,334617500,0.035586196,1757983.442,57.59327293,2.556074788,2.448064779,76109.59209,1462.27183,1.796667461,5.789069811,0.644962213,0,0,2.107958392,1.176058966,1,0,3.463487173,0.833202548,0.848032453,-0.014829905,31.63114974,23.3961554,1.116875078,0.841644933,0.275230145,0.084452063,25.88862452,0.556493378,14.89255986,-10.69518568,28,44,-16,0,0,25.04139791,59.66625347,0.996354214,0.962628711,0.758095624,10.95371579,66.19211085,86.7227951,82.4750052,0.814219642,-6.847909935,-1.351165771,-5.496744164,-0.006726231
5/26/2011,10:00:00 PM,148.4499969,148.6100006,147.5899963,148.2200012,9785500,-0.002422941,0.006881691,0.843134322,0.617649259,497240593.4,324832000,0.002933287,1003587.812,49.79504166,-8.807979718,1.729073321,-24447.81444,1458.728832,1.719001142,5.614578027,0.615683972,0,0,1.949769987,1.037063199,1,0,3.23455299,0.858823971,0.850190756,0.008633214,30.33837791,26.16636752,1.046018277,0.839370325,0.206647951,0.082768439,25.7186643,-0.723506927,15.15023628,-7.552114031,24,40,-16,0,0,62.52069896,57.96058872,0.859078994,0.951811069,0.90135107,11.56850461,65.57953276,80.67236157,86.7727101,0.216367368,-9.481143681,-2.977161353,-6.503982328,-0.242294122
5/27/2011,10:00:00 PM,149.0200043,149.9199982,148.9600067,149.6999969,10186200,0.009985128,0.006412769,0.062498013,0.770830022,502758050.9,335018200,-0.026410496,3013865.621,48.91252449,12.62877578,1.534750408,78000.82253,1458.728832,1.717100723,4.899601171,0.856509076,0,0,1.695945041,1.559875752,1,0,3.11388118,0.987172904,0.877587186,0.109585718,33.53139126,24.37808042,1.035388573,0.865007863,0.17038071,0.083611843,25.60689681,-0.540003967,15.65122039,-4.741977893,20,36,-16,0,0,81.26034948,62.68348002,1,0.951811069,0.95541695,13.46381543,68.05938989,96.61536584,88.0035075,2.156410405,-11.38996003,-4.659721088,-6.730238939,0.998512829
5/31/2011,10:00:00 PM,149.8800049,150.1600037,149.4100037,149.6399994,10499300,-0.000400785,0.005012029,0.626668294,0.30666097,498698202,324518900,0.026376309,2493323.052,48.74737341,2.464458731,1.232277865,97502.54867,1458.728832,1.620390651,4.728552327,0.866411201,0,0,1.592340152,1.430152514,1,0,3.013575147,1.071695222,0.916408793,0.155286429,33.48325279,23.61140175,1.029939462,0.878464,0.151475462,0.085859055,25.45933965,-1.461495209,15.86018567,-2.776090401,16,32,-16,0,0,90.63017474,62.37753924,0.98012994,0.946402978,0.950008372,14.95115836,65.10445991,92.28480937,89.85751226,2.080635192,-12.7074983,-6.269276531,-6.438221772,-0.04007853
